tg_id;id;balance_ap;15353931;20000000;pos
129631849;39967;2482;0,000161652;3233,048266;449
1174721969;20328;2481;0,000161587;3231,745668;450
665039105;37806;2481;0,000161587;3231,745668;451
7155459625;62889;2481;0,000161587;3231,745668;452
5097875020;26977;2480;0,000161522;3230,44307;453
1809517913;20145;2478;0,000161392;3227,837874;454
1377519930;47098;2478;0,000161392;3227,837874;455
380668701;97566;2477;0,000161327;3226,535276;456
622444981;91800;2476;0,000161262;3225,232678;457
1302513909;87082;2475;0,000161197;3223,93008;458
5205331124;87313;2472;0,000161001;3220,022286;459
149161750;23225;2469;0,000160806;3216,114492;460
453867082;49416;2464;0,00016048;3209,601502;461
6863144250;57151;2458;0,000160089;3201,785914;462
2129912237;50714;2457;0,000160024;3200,483316;463
6574641738;199074;2457;0,000160024;3200,483316;464
1369481892;5757;2456;0,000159959;3199,180718;465
1357694280;6792;2456;0,000159959;3199,180718;466
1290622180;57064;2456;0,000159959;3199,180718;467
1609134318;65618;2454;0,000159829;3196,575522;468
590432283;95198;2453;0,000159764;3195,272924;469
7475639147;27956;2451;0,000159633;3192,667728;470
273118947;99057;2446;0,000159308;3186,154738;471
6921808851;28667;2444;0,000159177;3183,549542;472
231162970;30625;2441;0,000158982;3179,641748;473
5593289121;210147;2434;0,000158526;3170,523562;474
466404201;6264;2429;0,000158201;3164,010572;475
1118631286;55816;2428;0,000158135;3162,707974;476
159243844;6850;2427;0,00015807;3161,405376;477
6118475145;55497;2427;0,00015807;3161,405376;478
7120388094;23440;2424;0,000157875;3157,497582;479
769153784;47623;2422;0,000157745;3154,892386;480
5719800721;78259;2422;0,000157745;3154,892386;481
241404823;92106;2421;0,000157679;3153,589788;482
999916714;35211;2417;0,000157419;3148,379395;483
604744772;16789;2416;0,000157354;3147,076797;484
1108123822;90452;2407;0,000156768;3135,353415;485
465172151;36929;2404;0,000156572;3131,445621;486
394656378;3101;2403;0,000156507;3130,143023;487
82809225;36358;2397;0,000156116;3122,327435;488
5474876144;90159;2397;0,000156116;3122,327435;489
6715520121;48962;2395;0,000155986;3119,722239;490
154770075;205008;2395;0,000155986;3119,722239;491
1781014926;88927;2382;0,000155139;3102,788465;492
1620688664;174248;2382;0,000155139;3102,788465;493
7071098209;40766;2381;0,000155074;3101,485867;494
300450092;42986;2379;0,000154944;3098,880671;495
56193489;19238;2377;0,000154814;3096,275475;496
301647663;43933;2377;0,000154814;3096,275475;497
671439038;126121;2376;0,000154749;3094,972877;498
631831139;60358;2366;0,000154097;3081,946897;499
5131529910;15816;2364;0,000153967;3079,341701;500
5831643789;78466;2361;0,000153772;3075,433907;501
6229913216;128237;2358;0,000153576;3071,526113;502
1453317213;116123;2357;0,000153511;3070,223515;503
553275030;30757;2356;0,000153446;3068,920917;504
428971118;13289;2353;0,000153251;3065,013123;505
398707694;37019;2352;0,000153186;3063,710525;506
1446886174;204582;2352;0,000153186;3063,710525;507
6358986843;32802;2351;0,00015312;3062,407927;508
1983511835;49010;2349;0,00015299;3059,802731;509
98421838;21058;2348;0,000152925;3058,500133;510
1821118797;115183;2347;0,00015286;3057,197535;511
103841231;114741;2344;0,000152664;3053,289741;512
2090497580;123927;2344;0,000152664;3053,289741;513
5227645100;1304;2340;0,000152404;3048,079349;514
6368893655;28675;2340;0,000152404;3048,079349;515
174536210;16926;2325;0,000151427;3028,540378;516
57568225;2338;2322;0,000151232;3024,632584;517
2130618537;19883;2320;0,000151101;3022,027388;518
1687019668;86018;2310;0,00015045;3009,001408;519
542513407;65401;2304;0,000150059;3001,18582;520
253316530;105150;2303;0,000149994;2999,883222;521
169105154;34078;2302;0,000149929;2998,580624;522
2080294681;138761;2302;0,000149929;2998,580624;523
443720608;18395;2301;0,000149864;2997,278026;524
125515959;10484;2300;0,000149799;2995,975428;525
5090686391;15218;2300;0,000149799;2995,975428;526
430228622;11383;2297;0,000149603;2992,067634;527
202873647;94918;2297;0,000149603;2992,067634;528
1076890849;12975;2294;0,000149408;2988,15984;529
424245964;81882;2294;0,000149408;2988,15984;530
1779285223;166308;2294;0,000149408;2988,15984;531
210925568;2900;2292;0,000149278;2985,554644;532
70637526;45280;2292;0,000149278;2985,554644;533
6475791324;30341;2288;0,000149017;2980,344252;534
7003978947;7579;2287;0,000148952;2979,041654;535
1456650226;186794;2283;0,000148692;2973,831262;536
477802401;37882;2282;0,000148626;2972,528664;537
7121986489;53014;2282;0,000148626;2972,528664;538
5041977435;123167;2281;0,000148561;2971,226066;539
238286345;10454;2277;0,000148301;2966,015674;540
5262560224;53108;2276;0,000148236;2964,713076;541
6701353775;28084;2275;0,000148171;2963,410478;542
1244913820;85642;2273;0,00014804;2960,805282;543
5073827429;16236;2271;0,00014791;2958,200086;544
5291567091;16463;2271;0,00014791;2958,200086;545
5108966948;86067;2271;0,00014791;2958,200086;546
5148587930;49039;2270;0,000147845;2956,897488;547
1054416069;47327;2269;0,00014778;2955,59489;548
993763880;71114;2267;0,000147649;2952,989694;549
999465482;21569;2266;0,000147584;2951,687096;550
352485514;39379;2265;0,000147519;2950,384498;551
7099350246;6227;2263;0,000147389;2947,779302;552
7366174530;14931;2260;0,000147194;2943,871508;553
115406410;32007;2260;0,000147194;2943,871508;554
5266273513;65021;2260;0,000147194;2943,871508;555
6812539959;5499;2259;0,000147128;2942,56891;556
442440494;90690;2256;0,000146933;2938,661116;557
101459677;185477;2255;0,000146868;2937,358518;558
459020633;72978;2253;0,000146738;2934,753321;559
5593777732;104801;2252;0,000146673;2933,450723;560
906884276;35767;2251;0,000146607;2932,148125;561
5516668724;15519;2248;0,000146412;2928,240331;562
81412486;839;2245;0,000146217;2924,332537;563
